Snapshot,RepoName,Message,CommitAt,URL,Modified_markdowns
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement TerminalSummary and integrate with TerminalComponent https://chat.openai.com/share/ca7b2833-60e0-4db0-9198-47696beb5d18,2023-10-02T11:56:53.000+02:00,https://github.com/tisztamo/Junior/commit/7a70d69c79851300dc6ff9bd7be38fbce7996e2b,['prompt/history/2023/10/02/11:56_Implement TerminalSummary and integrate with TerminalComponent/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improving Junior Configuration Documentation https://chat.openai.com/share/0ead9d73-741d-4d1d-a1ee-d33d02e78fa7,2023-09-30T15:16:41.000+02:00,https://github.com/tisztamo/Junior/commit/e6d12651cbfc7788183e2a5efe543c7334ed53c5,"['docs/config/env_or_cli.md', 'prompt/history/2023/09/30/15:15_Improving Junior Configuration Documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve Junior documentation https://chat.openai.com/share/7f563fc3-d7bb-4451-a283-9459b034fc80,2023-09-29T16:35:12.000+02:00,https://github.com/tisztamo/Junior/commit/fafa3569afae69377e8b0b1c582bdc2a04b57251,"['docs/_sidebar.md', 'docs/web.md', 'prompt/history/2023/09/29/16:34_Improve Junior documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Update roadmap and .gitignore https://chat.openai.com/share/8ecca4a1-a44b-4016-9c8a-14febf30c5d3,2023-09-29T08:39:25.000+02:00,https://github.com/tisztamo/Junior/commit/a753ff2dbead777da54399f5e98fd5faf333f521,"['docs/roadmap.md', 'prompt/history/2023/09/29/08:39_Update roadmap and .gitignore/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix xterm import using CDN https://chat.openai.com/share/3cacc6b0-e4c9-4854-92d0-dc6ff6ae4645,2023-09-26T16:35:13.000+02:00,https://github.com/tisztamo/Junior/commit/58286e0c07ed9b52f79013b9929cf33d5684d8ad,['prompt/history/2023/09/26/16:34_Fix xterm import using CDN/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Re-implement xterm FitAddon functionality https://chat.openai.com/share/c0e9421e-6af4-4c26-9d6c-56d74556f74c,2023-09-26T16:13:07.000+02:00,https://github.com/tisztamo/Junior/commit/261533d28fecb491dba0fe471063cc3c906f377a,['prompt/history/2023/09/26/16:12_Re-implement xterm FitAddon functionality/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement new Git status display features https://chat.openai.com/share/440a5108-f641-40c2-9870-c93663cf3c75,2023-09-26T14:08:37.000+02:00,https://github.com/tisztamo/Junior/commit/688722151fd8c98ddf100756013cec22db41c825,['prompt/history/2023/09/26/14:08_Implement new Git status display features/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement styling for file statuses https://chat.openai.com/share/a201e58d-4c21-4eb5-b7ed-7633b8d436f9,2023-09-26T13:57:12.000+02:00,https://github.com/tisztamo/Junior/commit/4c99d4338974ce9ab1d9d76b8b057aa6a13883d2,['prompt/history/2023/09/26/13:57_Implement styling for file statuses/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor style getter for GitStatusRow https://chat.openai.com/share/56d6fdff-5b47-49fe-a2b7-2a7c6561d8f6,2023-09-26T13:41:48.000+02:00,https://github.com/tisztamo/Junior/commit/febd35e22f88a6ff3a86a13b60c3da35b90fcd01,['prompt/history/2023/09/26/13:41_Refactor style getter for GitStatusRow/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Update and rename file color function https://chat.openai.com/share/92b4e61f-087c-4b58-afb4-1750b9c703a4,2023-09-26T13:33:41.000+02:00,https://github.com/tisztamo/Junior/commit/2c896c00345cbc5dc14e6fe7c810baa3c3038efb,['prompt/history/2023/09/26/13:33_Update and rename file color function/prompt.md']
20231012_230826_commit_sharings.json,larrywright/larrywright.me,Made some tweaks to the CSS based on input from ChatGPT. https://chat.openai.com/share/0bd99bcb-a395-4175-a7a1-e7491b544747,2023-09-23T14:30:20.000-05:00,https://github.com/larrywright/larrywright.me/commit/4ea2a77cb2a7ffdd598737510894e243d8deaf9e,['themes/larrywright.me/archetypes/til.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Modify virtual key bindings https://chat.openai.com/share/932a5b9b-10d6-4414-b5d2-9c77678ddd46,2023-09-26T11:00:03.000+02:00,https://github.com/tisztamo/Junior/commit/8169e3aefd6f92dd052ed45cca53eb4c4de65d98,['prompt/history/2023/09/26/10:59_Modify virtual key bindings/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refocus terminal and update button style https://chat.openai.com/share/f09910cf-7862-429e-8cd9-189f3f99ddc1,2023-09-26T10:45:58.000+02:00,https://github.com/tisztamo/Junior/commit/ab942c6e3dee05104243b2b2eeae4f4b6fa9e192,['prompt/history/2023/09/26/10:45_Refocus terminal and update button style/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Add virtual buttons to TerminalComponent https://chat.openai.com/share/9af21110-5e13-40ca-864f-21a44153343d,2023-09-25T18:09:24.000+02:00,https://github.com/tisztamo/Junior/commit/574970ac9ea3bdb1a0be80097aa9b6980fef8dac,['prompt/history/2023/09/25/18:09_Add virtual buttons to TerminalComponent/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Modify keyword scoring in default query https://chat.openai.com/share/01ee8c64-bb40-4936-8dba-26697677dc53,2023-09-25T17:10:05.000+02:00,https://github.com/tisztamo/Junior/commit/a212368e435c683b6ac7023f6726d5ca07711f1a,['prompt/history/2023/09/25/17:09_Modify keyword scoring in default query/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Modify multiselect query structure https://chat.openai.com/share/90662a41-7bcd-4f17-9af3-3e48a570a8b4,2023-09-25T16:49:30.000+02:00,https://github.com/tisztamo/Junior/commit/165310ad525a0fe6dc8ab3b50f065cc205259932,['prompt/history/2023/09/25/16:48_Modify multiselect query structure/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Move terminal to ChangeInspection https://chat.openai.com/share/a05fee36-09eb-4c94-8004-c3c33f0e89f5,2023-09-25T15:59:28.000+02:00,https://github.com/tisztamo/Junior/commit/3257f2294d5373b832fe8b0ea3f71c43dd142dc9,['prompt/history/2023/09/25/15:59_Move terminal to ChangeInspection/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Queue and send early terminal messages https://chat.openai.com/share/4e1cabc4-2443-462b-923c-c4b184521407,2023-09-25T15:47:43.000+02:00,https://github.com/tisztamo/Junior/commit/dd2fa4cc8ba8f7bc966d093e90df42d4f046bfb0,['prompt/history/2023/09/25/15:46_Queue and send early terminal messages/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Notify server on terminal resize https://chat.openai.com/share/0d2400f7-3945-4b9b-a39d-4b4f93b2b043,2023-09-25T15:37:20.000+02:00,https://github.com/tisztamo/Junior/commit/56cf8254fe02632b733ff912a96e3c073ee77bca,['prompt/history/2023/09/25/15:37_Notify server on terminal resize/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix workingDir in getRepoInfo.js https://chat.openai.com/share/5f884af6-ef68-4a40-89f9-093fb3c18cde,2023-09-25T13:56:40.000+02:00,https://github.com/tisztamo/Junior/commit/69f165d9ec831f1af1a6d612bb821e2738567131,['prompt/history/2023/09/25/13:56_Fix workingDir in getRepoInfo.js/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor code as per requirements https://chat.openai.com/share/bb0e173b-4c2c-4889-b0c8-f01d516b88cf,2023-09-24T11:57:59.000+02:00,https://github.com/tisztamo/Junior/commit/5d6748ec7fb918c2a9718017583c3e49cec028cf,['prompt/history/2023/09/24/11:57_Refactor code as per requirements/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Style terminal component w-full https://chat.openai.com/share/6acff982-d67e-4122-a42a-3cc17e964079,2023-09-22T16:52:32.000+02:00,https://github.com/tisztamo/Junior/commit/e8a50dc1a69057989320a32f83b5cb3050009a18,['prompt/history/2023/09/22/16:52_Style terminal component w-full/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,"Start the default shell, not sh https://chat.openai.com/share/17eeb93a-1096-4622-a255-c20d60eaa3e1",2023-09-22T16:40:26.000+02:00,https://github.com/tisztamo/Junior/commit/890a09b25323cf1f917e67fcb1a5152e00937259,"['prompt/history/2023/09/22/16:40_Start the default shell, not sh/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Integrate node-pty for terminal spawning https://chat.openai.com/share/8ae7c8c2-651a-46d6-9ab4-44939125ca15,2023-09-22T16:36:16.000+02:00,https://github.com/tisztamo/Junior/commit/bf83876e29d9e4f43369d5c7c7aae9012e6633de,['prompt/history/2023/09/22/16:35_Integrate node-pty for terminal spawning/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Add proof to commit message https://chat.openai.com/share/94e1cf09-183a-41c1-ade4-7759639d9f54,2023-09-22T13:49:19.000+02:00,https://github.com/tisztamo/Junior/commit/21d3f26c64f9892a15ff0eff80ae8a95d1dec909,['prompt/history/2023/09/22/13:48_Add proof to commit message/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Integrate clearProof with clearState functionality https://chat.openai.com/share/141480e4-3e79-4dff-a2f0-72fda8685c3b,2023-09-22T13:43:15.000+02:00,https://github.com/tisztamo/Junior/commit/c2d03f6aa19ccd804da57081edd3fc9baaa8724e,['prompt/history/2023/09/22/13:42_Integrate clearProof with clearState functionality/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Introduce a ProofInput beside CommitMessageInput https://chat.openai.com/share/3515f114-9487-45e2-af46-4eeb1c1a0b87,2023-09-19T18:04:09.000+02:00,https://github.com/tisztamo/Junior/commit/a6f5846bc7cf52e94dbf71191deeefe2188b2475,['prompt/history/2023/09/19/18:03_Introduce a ProofInput beside CommitMessageInput/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix AutoGrowingTextarea initial load growth https://chat.openai.com/share/3abf955f-69db-4614-9f30-192af04f7e41,2023-09-19T17:52:36.000+02:00,https://github.com/tisztamo/Junior/commit/017d973c7f5de465a83d32026f1c564038b62531,['prompt/history/2023/09/19/17:52_Fix AutoGrowingTextarea initial load growth/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix overwriting onInput in AutoGrowingTextarea https://chat.openai.com/share/e1c11ece-e2ff-46b6-b401-1c3640e2520b,2023-09-19T17:33:26.000+02:00,https://github.com/tisztamo/Junior/commit/1f36bd0e75d0a0aae6e6129904fb1f28ff042eee,['prompt/history/2023/09/19/17:27_Fix overwriting onInput in AutoGrowingTextarea/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Update multiselect on each keystroke https://chat.openai.com/share/e1c11ece-e2ff-46b6-b401-1c3640e2520b,2023-09-19T17:21:15.000+02:00,https://github.com/tisztamo/Junior/commit/c191dddc719e18134647b1439fe1d1df375a6a81,['prompt/history/2023/09/19/17:20_Update multiselect on each keystroke/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix git status reactivity issue https://chat.openai.com/share/b79affb0-06e4-431d-a3ab-094504a96468,2023-09-19T17:09:23.000+02:00,https://github.com/tisztamo/Junior/commit/29c49e2d141e4e5abc093ad0f1d8ae58fb8cbb26,['prompt/history/2023/09/19/17:08_Fix git status reactivity issue/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix the terminal WebSocket implementation https://chat.openai.com/share/17c3e191-ba51-40a7-9fa4-a3889fd1ccfe,2023-09-19T09:54:05.000+02:00,https://github.com/tisztamo/Junior/commit/0d9a2b2c758fc10d9bd4a3dc093be7cd105f1b97,['prompt/history/2023/09/19/09:53_Fix the terminal WebSocket implementation/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix WebSocket initialization for multiple paths https://chat.openai.com/share/81840c91-e6f9-4ba5-96de-0dc7c3586807,2023-09-19T09:37:45.000+02:00,https://github.com/tisztamo/Junior/commit/19402a941f407f1f8dd55e2d211e8c3c8b66661d,['prompt/history/2023/09/19/09:37_Fix WebSocket initialization for multiple paths/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Enhance WebSocket creation with optional path https://chat.openai.com/share/fbd94467-45be-4bf5-8dfb-0ed90fcb4296,2023-09-18T21:25:12.000+02:00,https://github.com/tisztamo/Junior/commit/d8f0303d004826d34aeed4eed2838285713fef01,['prompt/history/2023/09/18/21:25_Enhance WebSocket creation with optional path/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement terminal WebSocket communication https://chat.openai.com/share/f1cc7a9f-a1bb-4533-9df5-3af1e53c25fb,2023-09-18T20:46:35.000+02:00,https://github.com/tisztamo/Junior/commit/0865081096bea0231b5b83469d41993793d4c193,['prompt/history/2023/09/18/20:46_Implement terminal WebSocket communication/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Move and rename XtermComponent https://chat.openai.com/share/ce081ba1-a243-4f62-ad6c-7f53d54acf5f,2023-09-18T20:24:53.000+02:00,https://github.com/tisztamo/Junior/commit/380f5008f856730d5fffc972e38f21dbf56c3df3,['prompt/history/2023/09/18/20:24_Move and rename XtermComponent/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Integrate xterm.js with SolidJS https://chat.openai.com/share/208a736e-8f00-4845-9bfc-b301c758ebaa,2023-09-18T18:02:38.000+02:00,https://github.com/tisztamo/Junior/commit/fa3ac0286a57ccd0105cf58a94e03380d6999db1,['prompt/history/2023/09/18/18:02_Integrate xterm.js with SolidJS/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement hostConfig for centralized --host logic https://chat.openai.com/share/aa30c2a7-b74a-40c3-9d5c-902ca3f8a00b,2023-09-18T14:47:19.000+02:00,https://github.com/tisztamo/Junior/commit/e980ecf37e5d37bdbf460b51459cb1f4351872ad,['prompt/history/2023/09/18/14:47_Implement hostConfig for centralized --host logic/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix module import/export discrepancy https://chat.openai.com/share/5386a4bd-9fed-4e60-9278-4a461d850233,2023-09-17T22:48:18.000+02:00,https://github.com/tisztamo/Junior/commit/32e2dac85dd6a0d9302852e4e054be0dd7559fcd,['prompt/history/2023/09/17/22:47_Fix module import/export discrepancy/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement check and init Git repo  https://chat.openai.com/share/c3d2f634-8ec3-4ba0-9e29-1121427b1be5,2023-09-17T22:43:42.000+02:00,https://github.com/tisztamo/Junior/commit/6a45491354242580da5591b707cb112d77d65988,['prompt/history/2023/09/17/22:43_Implement check and init Git repo feature/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor RequirementsEditor out of beta https://chat.openai.com/share/85299e07-c628-4710-897e-dcbcadeff99e,2023-09-17T21:56:35.000+02:00,https://github.com/tisztamo/Junior/commit/c76b947525a7d9e9abcd03f0cf845b5cd03182d0,['prompt/history/2023/09/17/21:56_Refactor RequirementsEditor out of beta/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor GitStatusRow component https://chat.openai.com/share/a1bc06b8-ff3c-4ff7-8f0a-40ee5c72e5ec,2023-09-16T21:23:49.000+02:00,https://github.com/tisztamo/Junior/commit/cae5a2cb201923acd47e2c139456f09ed0b7287e,['prompt/history/2023/09/16/21:23_Refactor GitStatusRow component/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix horizontal layout with flex https://chat.openai.com/share/5ead97fc-8c7d-4588-941a-d53bd6475646,2023-09-16T21:11:59.000+02:00,https://github.com/tisztamo/Junior/commit/f67b8bcecb19b023b4a200dec957e75baba7dce1,['prompt/history/2023/09/16/21:11_Fix horizontal layout with flex/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,"Refactor GitStatusDisplay, eliminate refs and innerText https://chat.openai.com/share/83d18525-5a74-4c14-8f4e-8e891588399b",2023-09-16T20:55:37.000+02:00,https://github.com/tisztamo/Junior/commit/7856a79a6b6c80633fb9b07fd32c9501043f2615,"['prompt/history/2023/09/16/20:55_Refactor GitStatusDisplay, eliminate refs and innerText/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement git file status styling https://chat.openai.com/share/8400a74b-6493-473c-b9e8-de6983c95c18,2023-09-16T20:47:31.000+02:00,https://github.com/tisztamo/Junior/commit/5892b594a55a3d4df350c96380066d0985134e36,['prompt/history/2023/09/16/20:46_Implement git file status styling/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Update git status display https://chat.openai.com/share/2142b4c2-c45a-4265-abb0-4a9718c0ed8b,2023-09-16T18:01:30.000+02:00,https://github.com/tisztamo/Junior/commit/3eb0acc34870d921b644401b588ce999d9a72b26,['prompt/history/2023/09/16/17:59_Update git status display/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Prevent long tap during scrolling https://chat.openai.com/share/e93ce47c-08b7-4bd1-acb6-38d430f70309,2023-09-12T16:44:57.000+02:00,https://github.com/tisztamo/Junior/commit/c736e66a48cb0b7c4f2e9aed764bc28fc3d44fb7,['prompt/history/2023/09/12/16:44_Prevent long tap during scrolling/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement source display popup modifications https://chat.openai.com/share/09213749-12be-43bb-b69d-b1fc69f62e93,2023-09-12T13:47:47.000+02:00,https://github.com/tisztamo/Junior/commit/098850c1e44667a546e5f7235bf298dcbcb19321,['prompt/history/2023/09/12/13:47_Implement source display popup modifications/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Handle deep file paths https://chat.openai.com/share/c994d27e-70b8-417e-83f8-fcf5d5c0cd45,2023-09-12T13:33:46.000+02:00,https://github.com/tisztamo/Junior/commit/4e550c3b26ec52db0e6a28275ea339700395924d,['prompt/history/2023/09/12/13:32_Handle deep file paths/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Handle and sanitize file read paths https://chat.openai.com/share/bd8c95ca-3712-4688-836b-69c0f32f8a8c,2023-09-12T13:28:44.000+02:00,https://github.com/tisztamo/Junior/commit/e061f6f90f6d0f35e2fe39d09dba2638bd2a0e29,['prompt/history/2023/09/12/13:28_Handle and sanitize file read paths/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Update SourceFileDisplay styling https://chat.openai.com/share/1beec591-c015-4d1a-b836-5a9b88326ba6,2023-09-12T12:58:00.000+02:00,https://github.com/tisztamo/Junior/commit/f987d129d30eec4072e1cfdc142cc3001a57b38f,['prompt/history/2023/09/12/12:57_Update SourceFileDisplay styling/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement improved source display features https://chat.openai.com/share/a5d7aa68-a975-4efd-97a3-04ba566c9f6d,2023-09-12T12:27:51.000+02:00,https://github.com/tisztamo/Junior/commit/0e97120a213837abdbdb3c51a46d27649ffb45c9,['prompt/history/2023/09/12/12:27_Implement improved source display features/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement PrismJS for code highlighting https://chat.openai.com/share/6180c922-2309-406b-9f43-b86c37cec38b,2023-09-12T11:58:46.000+02:00,https://github.com/tisztamo/Junior/commit/1ce34ed65a7f47523b074d9fb4893a2d241fd555,['prompt/history/2023/09/12/11:58_Implement PrismJS for code highlighting/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor file routes and handlers https://chat.openai.com/share/ec91467c-fb1a-4d9e-a8df-c07510bce29b,2023-09-12T11:33:06.000+02:00,https://github.com/tisztamo/Junior/commit/72aa012692b42d427c31d76767d719264db3f7df,['prompt/history/2023/09/12/11:32_Refactor file routes and handlers/prompt.md']
